p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
nemanjamatic,2019,52,152,1.663,21,27,11.536,139,1/08/1988,"194,00","84,33",Serbia,Medium/High,"57,67","83,50","83,00",Midfielder,31,2.561,28,"91,46","100,00","28,00","22,40762391","3,5",3,0,152,100
nickpope,2020,56,218,3.040,32,32,9.939,105,19/04/1992,"196,00","76,00",England,Medium/Medium,,,"71,83",Goalkeeper,28,,,,,,"19,78342357","3,0",0,,,
nordinamrabat,2016,31,84,2.176,29,29,2.381,32,31/03/1987,"179,50","82,17",Morocco,High/Medium,"81,67","73,50","78,50",Midfielder,29,,,,,,"25,50156087","3,5",3,,,
nordinamrabat,2017,24,84,205,3,3,2.381,32,31/03/1987,"179,50","82,17",Morocco,High/Medium,"81,67","73,50","78,50",Midfielder,30,2.176,29,"75,03","31,00","29,00","25,50156087","3,5",3,0,84,31
odionighalo,2019,55,90,139,10,13,1.515,29,16/06/1989,"181,40","74,40",Nigeria,Medium/Medium,"78,80","75,80","76,20",Forward,30,,,,,,"22,60988587","3,0",2,,,
olaaina,2020,22,44,2.790,31,35,2.828,34,8/10/1996,"178,83","73,50",Nigeria,High/Medium,"81,00","68,00","67,50",Defender,24,,,,,,"22,98213630","3,5",1,,,
oleksandrzinchenko,2018,108,336,1.213,14,21,4.733,61,15/12/1996,"175,00","63,00",Ukraine,Medium/Medium,"71,50","59,50","73,00",Defender,22,,,,,,"20,57142857","3,0",1,,,
oleksandrzinchenko,2019,105,336,1.393,19,24,4.733,61,15/12/1996,"175,00","63,00",Ukraine,Medium/Medium,"71,50","59,50","73,00",Defender,23,1.213,14,"86,64","108,00","14,00","20,57142857","3,0",1,0,336,108
oleksandrzinchenko,2020,43,336,1.569,20,28,4.733,61,15/12/1996,"175,00","63,00",Ukraine,Medium/Medium,"71,50","59,50","73,00",Defender,24,2.606,33,"78,97","106,50","16,50","20,57142857","3,0",1,0,672,105
oliverburke,2017,12,75,421,15,25,1.746,40,7/04/1997,"185,67","77,33",Scotland,High/Low,"88,67","67,33","67,33",Midfielder,20,,,,,,"22,43359366","3,0",3,,,
oliverburke,2020,9,75,1.325,25,33,1.746,40,7/04/1997,"185,67","77,33",Scotland,High/Low,"88,67","67,33","67,33",Midfielder,23,421,15,"28,07","12,00","15,00","22,43359366","3,0",3,0,75,12
olivermcburnie,2016,11,171,102,5,11,4.055,75,4/06/1996,"190,40","76,40",Scotland,High/Medium,"66,80","67,40","69,00",Forward,20,,,,,,"21,07460631","3,5",2,,,
olivermcburnie,2020,160,171,1.419,23,24,4.055,75,4/06/1996,"190,40","76,40",Scotland,High/Medium,"66,80","67,40","69,00",Forward,24,102,5,"20,40","11,00","5,00","21,07460631","3,5",2,0,171,11
oliverskipp,2019,25,25,97,7,24,343,15,16/09/2000,"176,00","70,00",England,Medium/High,"63,67","62,67","65,33",Midfielder,19,,,,,,"22,59814050","3,5",3,,,
oliviergiroud,2016,38,177,1.304,29,32,5.179,120,30/09/1986,"192,33","89,17",France,Medium/Medium,"52,00","80,67","81,50",Forward,30,,,,,,"24,10423844","3,0",2,,,
oliviergiroud,2017,49,177,1.109,29,31,5.179,120,30/09/1986,"192,33","89,17",France,Medium/Medium,"52,00","80,67","81,50",Forward,31,1.304,29,"44,97","38,00","29,00","24,10423844","3,0",2,0,177,38
oliviergiroud,2018,20,177,942,27,36,5.179,120,30/09/1986,"192,33","89,17",France,Medium/Medium,"52,00","80,67","81,50",Forward,32,2.413,58,"41,60","43,50","29,00","24,10423844","3,0",2,0,354,49
oliviergiroud,2019,70,177,1.029,18,25,5.179,120,30/09/1986,"192,33","89,17",France,Medium/Medium,"52,00","80,67","81,50",Forward,33,3.355,85,"39,47","35,67","28,33","24,10423844","3,0",2,0,531,20
omarelabdellaoui,2016,42,413,646,8,10,646,8,5/12/1991,"178,33","73,33",Norway,High/Medium,"82,67","70,33","74,50",Defender,25,,,,,,"23,05878243","3,5",1,,,
oskarbuur,2020,205,205,27,1,3,27,1,31/03/1998,"178,25","68,25",Denmark,High/Medium,"70,75","52,75","57,50",Defender,22,,,,,,"21,48046006","3,5",1,,,
ovieejaria,2016,79,108,16,2,10,16,2,18/11/1997,"183,75","74,75",England,High/Medium,"71,75","64,00","69,50",Midfielder,19,,,,,,"22,13892360","3,5",3,,,
ozankabak,2020,27,190,838,9,10,838,9,25/03/2000,"186,00","80,33",Turkey,Medium/Medium,"66,00","70,33","70,33",Defender,20,,,,,,"23,22041084","3,0",1,,,
patrickcutrone,2020,4,20,33,2,3,365,14,3/01/1998,"183,00","78,25",Italy,High/Medium,"72,25","68,00","73,50",Forward,22,,,,,,"23,36588133","3,5",2,,,
patrickvanaanholt,2016,38,208,2.638,32,33,12.824,147,29/08/1990,"175,67","67,00",Netherlands,High/Medium,"87,33","71,83","75,33",Defender,26,,,,,,"21,71181259","3,5",1,,,
patrickvanaanholt,2017,28,208,2.305,28,36,12.824,147,29/08/1990,"175,67","67,00",Netherlands,High/Medium,"87,33","71,83","75,33",Defender,27,2.638,32,"82,44","38,00","32,00","21,71181259","3,5",1,0,208,38
patrickvanaanholt,2019,50,208,2.636,29,29,12.824,147,29/08/1990,"175,67","67,00",Netherlands,High/Medium,"87,33","71,83","75,33",Defender,29,4.943,60,"82,38","33,00","30,00","21,71181259","3,5",1,0,416,28
patrickvanaanholt,2020,92,208,1.880,22,33,12.824,147,29/08/1990,"175,67","67,00",Netherlands,High/Medium,"87,33","71,83","75,33",Defender,30,7.579,89,"85,16","38,67","29,67","21,71181259","3,5",1,0,624,50
pauldummett,2017,116,573,1.693,20,22,6.423,77,26/09/1991,"183,00","79,50",Wales,High/Medium,"66,33","71,67","72,50",Defender,26,,,,,,"23,73913822","3,5",1,,,
pauldummett,2018,96,573,2.112,26,28,6.423,77,26/09/1991,"183,00","79,50",Wales,High/Medium,"66,33","71,67","72,50",Defender,27,1.693,20,"84,65","116,00","20,00","23,73913822","3,5",1,0,573,116
pauldummett,2019,300,573,1.297,16,19,6.423,77,26/09/1991,"183,00","79,50",Wales,High/Medium,"66,33","71,67","72,50",Defender,28,3.805,46,"82,72","106,00","23,00","23,73913822","3,5",1,0,1.146,96
pauldummett,2020,61,573,1.321,15,20,6.423,77,26/09/1991,"183,00","79,50",Wales,High/Medium,"66,33","71,67","72,50",Defender,29,5.102,62,"82,29","170,67","20,67","23,73913822","3,5",1,1,1.719,300
paulpogba,2016,18,457,2.749,30,31,11.462,134,15/03/1993,"190,50","83,33",France,High/Medium,"75,00","86,83","87,17",Midfielder,23,,,,,,"22,96300889","3,5",3,,,
paulpogba,2017,63,457,2.277,27,27,11.462,134,15/03/1993,"190,50","83,33",France,High/Medium,"75,00","86,83","87,17",Midfielder,24,2.749,30,"91,63","18,00","30,00","22,96300889","3,5",3,0,457,18
paulpogba,2018,29,457,3.160,35,37,11.462,134,15/03/1993,"190,50","83,33",France,High/Medium,"75,00","86,83","87,17",Midfielder,25,5.026,57,"88,18","40,50","28,50","22,96300889","3,5",3,0,914,63
paulpogba,2019,288,457,1.270,16,16,11.462,134,15/03/1993,"190,50","83,33",France,High/Medium,"75,00","86,83","87,17",Midfielder,26,8.186,92,"88,98","36,67","30,67","22,96300889","3,5",3,0,1.371,29
paulpogba,2020,59,457,2.006,26,29,11.462,134,15/03/1993,"190,50","83,33",France,High/Medium,"75,00","86,83","87,17",Midfielder,27,9.456,108,"87,56","99,50","27,00","22,96300889","3,5",3,1,1.828,288
percytau,2020,19,23,112,3,16,112,3,13/05/1994,"169,75","65,00",South Africa,High/Medium,"78,75","46,00","75,00",Forward,26,,,,,,"22,55764672","3,5",2,,,
permertesacker,2016,380,380,42,1,4,432,7,29/09/1984,"198,00","90,00",Germany,Low/Medium,"28,33","73,33","82,33",Defender,32,,,,,,"22,95684114","2,5",1,,,
petrcech,2016,30,58,3.268,35,35,7.136,76,20/05/1982,"196,00","90,00",Czech Republic,Medium/Medium,,,"85,25",Goalkeeper,34,,,,,,"23,42773844","3,0",0,,,
petrcech,2018,28,58,663,7,36,7.136,76,20/05/1982,"196,00","90,00",Czech Republic,Medium/Medium,,,"85,25",Goalkeeper,36,3.268,35,"93,37","30,00","35,00","23,42773844","3,0",0,0,58,30
philbardsley,2016,38,169,1.230,15,27,6.460,72,28/06/1985,"180,00","76,50",Scotland,Medium/Medium,"58,33","74,33","72,17",Defender,31,,,,,,"23,61111111","3,0",1,,,
philbardsley,2018,77,169,1.757,19,31,6.460,72,28/06/1985,"180,00","76,50",Scotland,Medium/Medium,"58,33","74,33","72,17",Defender,33,1.230,15,"82,00","38,00","15,00","23,61111111","3,0",1,0,169,38
philbardsley,2019,20,169,1.995,21,31,6.460,72,28/06/1985,"180,00","76,50",Scotland,Medium/Medium,"58,33","74,33","72,17",Defender,34,2.987,34,"87,85","57,50","17,00","23,61111111","3,0",1,0,338,77
philbardsley,2020,34,169,293,4,27,6.460,72,28/06/1985,"180,00","76,50",Scotland,Medium/Medium,"58,33","74,33","72,17",Defender,35,4.982,55,"90,58","45,00","18,33","23,61111111","3,0",1,0,507,20
philfoden,2017,50,50,66,5,13,3.142,69,28/05/2000,"170,50","64,00",England,Medium/Medium,"74,25","52,25","73,25",Midfielder,17,,,,,,"22,01563454","3,0",3,,,
philipbilling,2017,91,215,774,16,20,5.726,77,11/06/1996,"197,00","80,60",Denmark,Medium/Medium,"59,20","72,00","69,20",Midfielder,21,,,,,,"20,76837847","3,0",3,,,
philipbilling,2018,89,215,2.299,27,28,5.726,77,11/06/1996,"197,00","80,60",Denmark,Medium/Medium,"59,20","72,00","69,20",Midfielder,22,774,16,"48,38","91,00","16,00","20,76837847","3,0",3,0,215,91
philipbilling,2019,25,215,2.653,34,35,5.726,77,11/06/1996,"197,00","80,60",Denmark,Medium/Medium,"59,20","72,00","69,20",Midfielder,23,3.073,43,"71,47","90,00","21,50","20,76837847","3,0",3,0,430,89
philippwollscheid,2016,29,29,190,2,2,190,2,6/03/1989,"194,00","88,00",Germany,Medium/Medium,"49,67","76,33","76,33",Defender,27,,,,,,"23,38186842","3,0",1,,,
philjagielka,2016,7,188,2.374,27,37,5.827,75,17/08/1982,"181,00","85,67",England,Medium/High,"51,67","73,17","78,17",Midfielder,34,,,,,,"26,14897795","3,5",3,,,
philjagielka,2017,23,188,2.180,25,30,5.827,75,17/08/1982,"181,00","85,67",England,Medium/High,"51,67","73,17","78,17",Midfielder,35,2.374,27,"87,93","7,00","27,00","26,14897795","3,5",3,0,188,7
philjagielka,2018,157,188,413,7,13,5.827,75,17/08/1982,"181,00","85,67",England,Medium/High,"51,67","73,17","78,17",Midfielder,36,4.554,52,"87,58","15,00","26,00","26,14897795","3,5",3,0,376,23
philjagielka,2019,1,188,270,6,36,5.827,75,17/08/1982,"181,00","85,67",England,Medium/High,"51,67","73,17","78,17",Midfielder,37,4.967,59,"84,19","62,33","19,67","26,14897795","3,5",3,1,564,157
philjones,2016,104,683,1.670,18,19,5.226,61,21/02/1992,"185,00","71,00",England,Medium/High,"58,50","77,67","78,67",Defender,24,,,,,,"20,74506939","3,5",1,,,
philjones,2017,71,683,2.080,23,26,5.226,61,21/02/1992,"185,00","71,00",England,Medium/High,"58,50","77,67","78,67",Defender,25,1.670,18,"92,78","104,00","18,00","20,74506939","3,5",1,0,683,104
philjones,2018,31,683,1.336,18,22,5.226,61,21/02/1992,"185,00","71,00",England,Medium/High,"58,50","77,67","78,67",Defender,26,3.750,41,"91,46","87,50","20,50","20,74506939","3,5",1,0,1.366,71
philjones,2019,477,683,140,2,12,5.226,61,21/02/1992,"185,00","71,00",England,Medium/High,"58,50","77,67","78,67",Defender,27,5.086,59,"86,20","68,67","19,67","20,74506939","3,5",1,0,2.049,31
rachidghezzal,2018,15,82,800,19,26,800,19,9/05/1992,"182,00","67,50",Algeria,Medium/Low,"73,33","59,83","74,17",Midfielder,26,,,,,,"20,37797367","2,5",3,,,
ragnarklavan,2016,39,262,1.504,20,33,3.043,39,30/10/1985,"187,00","83,83",Estonia,Medium/Medium,"52,33","71,83","76,83",Defender,31,,,,,,"23,97361473","3,0",1,,,
raheemsterling,2016,11,90,2.618,33,35,13.681,164,8/12/1994,"170,00","69,00",England,High/Medium,"93,00","60,50","84,50",Forward,22,,,,,,"23,87543253","3,5",2,,,
raheemsterling,2017,35,90,2.713,33,34,13.681,164,8/12/1994,"170,00","69,00",England,High/Medium,"93,00","60,50","84,50",Forward,23,2.618,33,"79,33","11,00","33,00","23,87543253","3,5",2,0,90,11
raheemsterling,2018,12,90,2.904,34,38,13.681,164,8/12/1994,"170,00","69,00",England,High/Medium,"93,00","60,50","84,50",Forward,24,5.331,66,"80,77","23,00","33,00","23,87543253","3,5",2,0,180,35
raheemsterling,2019,22,90,2.769,33,36,13.681,164,8/12/1994,"170,00","69,00",England,High/Medium,"93,00","60,50","84,50",Forward,25,8.235,100,"82,35","19,33","33,33","23,87543253","3,5",2,0,270,12
raheemsterling,2020,10,90,2.677,31,36,13.681,164,8/12/1994,"170,00","69,00",England,High/Medium,"93,00","60,50","84,50",Forward,26,11.004,133,"82,74","20,00","33,25","23,87543253","3,5",2,0,360,22
rajivvanlaparra,2018,53,53,422,5,10,2.655,38,4/06/1991,"181,00","72,00",Netherlands,Medium/Medium,"83,60","63,00","69,60",Midfielder,27,,,,,,"21,97735112","3,0",3,,,
ramadansobhi,2018,63,63,95,4,9,2.327,45,23/01/1997,"183,00","74,67",Egypt,High/High,"76,00","62,00","73,33",Midfielder,21,,,,,,"22,29587825","4,0",3,,,
ramirofunesmori,2016,110,404,1.651,23,29,1.785,27,5/03/1991,"186,00","79,00",Argentina,Medium/Medium,"65,60","76,80","76,60",Defender,25,,,,,,"22,83500983","3,0",1,,,
ramirofunesmori,2017,202,404,134,4,7,1.785,27,5/03/1991,"186,00","79,00",Argentina,Medium/Medium,"65,60","76,80","76,60",Defender,26,1.651,23,"71,78","110,00","23,00","22,83500983","3,0",1,0,404,110
reecejames,2019,140,179,1.608,23,29,4.135,55,7/11/1993,"168,83","71,00",England,Medium/Medium,"78,00","60,50","68,50",Defender,26,,,,,,"24,90817789","3,0",1,,,
reecejames,2019,140,179,1.608,23,29,4.135,55,7/11/1993,"168,83","71,00",England,Medium/Medium,"78,00","60,50","68,50",Defender,26,1.608,23,"69,91","140,00","23,00","24,90817789","3,0",1,1,179,140
reecejames,2019,140,179,1.608,23,29,4.135,55,8/12/1999,"181,00","82,00",England,Medium/Medium,"71,00","70,00","68,00",Defender,20,3.216,46,"69,91","140,00","23,00","25,02976100","3,0",1,1,358,140
reecejames,2019,140,179,1.608,23,29,4.135,55,8/12/1999,"181,00","82,00",England,Medium/Medium,"71,00","70,00","68,00",Defender,20,4.824,69,"69,91","140,00","23,00","25,02976100","3,0",1,1,537,140
reecejames,2020,39,179,2.527,32,35,4.135,55,7/11/1993,"168,83","71,00",England,Medium/Medium,"78,00","60,50","68,50",Defender,27,6.432,92,"69,91","140,00","23,00","24,90817789","3,0",1,1,716,140
reecejames,2020,39,179,2.527,32,35,4.135,55,7/11/1993,"168,83","71,00",England,Medium/Medium,"78,00","60,50","68,50",Defender,27,8.959,124,"72,25","119,80","24,80","24,90817789","3,0",1,0,895,39
reecejames,2020,39,179,2.527,32,35,4.135,55,8/12/1999,"181,00","82,00",England,Medium/Medium,"71,00","70,00","68,00",Defender,21,11.486,156,"73,63","106,33","26,00","25,02976100","3,0",1,0,1.074,39
reecejames,2020,39,179,2.527,32,35,4.135,55,8/12/1999,"181,00","82,00",England,Medium/Medium,"71,00","70,00","68,00",Defender,21,14.013,188,"74,54","96,71","26,86","25,02976100","3,0",1,0,1.253,39
reeceoxford,2016,66,191,0,0,8,9,1,16/12/1998,"191,00","76,60",England,Medium/Medium,"69,60","68,00","66,60",Defender,18,,,,,,"20,99723144","3,0",1,,,
reeceoxford,2017,80,191,9,1,1,9,1,16/12/1998,"191,00","76,60",England,Medium/Medium,"69,60","68,00","66,60",Defender,19,0,0,,"66,00","0,00","20,99723144","3,0",1,0,191,66
reissnelson,2019,95,183,679,17,27,910,22,10/12/1999,"176,25","71,50",England,High/Medium,"84,50","46,50","67,00",Forward,20,,,,,,"23,01695086","3,5",2,,,
reissnelson,2020,64,183,80,2,6,910,22,10/12/1999,"176,25","71,50",England,High/Medium,"84,50","46,50","67,00",Forward,21,679,17,"39,94","95,00","17,00","23,01695086","3,5",2,0,183,95
rhianbrewster,2019,45,519,0,0,1,1.208,27,1/04/2000,"178,67","75,00",England,High/Medium,"77,67","56,33","65,33",Forward,19,,,,,,"23,49493206","3,5",2,,,
rhianbrewster,2020,6,519,1.208,27,34,1.208,27,1/04/2000,"178,67","75,00",England,High/Medium,"77,67","56,33","65,33",Forward,20,0,0,,"45,00","0,00","23,49493206","3,5",2,0,519,45
rhyswilliams,2020,9,9,700,9,25,700,9,14/07/1988,"186,50","74,00",Australia,Medium/Medium,"64,75","74,50","72,00",Defender,32,,,,,,"21,27521940","3,0",1,,,
rhyswilliams,2020,9,9,700,9,25,700,9,14/07/1988,"186,50","74,00",Australia,Medium/Medium,"64,75","74,50","72,00",Defender,32,700,9,"77,78","9,00","9,00","21,27521940","3,0",1,0,9,9
robbiebrady,2017,329,492,1.344,15,15,4.490,81,14/01/1992,"177,00","73,00",Republic of Ireland,High/Medium,"76,67","64,83","74,83",Midfielder,25,,,,,,"23,30109483","3,5",3,,,
robbiebrady,2018,48,492,779,16,21,4.490,81,14/01/1992,"177,00","73,00",Republic of Ireland,High/Medium,"76,67","64,83","74,83",Midfielder,26,1.344,15,"89,60","329,00","15,00","23,30109483","3,5",3,1,492,329
robbiebrady,2019,64,492,500,17,30,4.490,81,14/01/1992,"177,00","73,00",Republic of Ireland,High/Medium,"76,67","64,83","74,83",Midfielder,27,2.123,31,"68,48","188,50","15,50","23,30109483","3,5",3,0,984,48
robbiebrady,2020,51,492,1.101,19,21,4.490,81,14/01/1992,"177,00","73,00",Republic of Ireland,High/Medium,"76,67","64,83","74,83",Midfielder,28,2.623,48,"54,65","147,00","16,00","23,30109483","3,5",3,0,1.476,64
robertopereyra,2016,168,315,1.096,13,13,7.490,106,7/01/1991,"182,33","77,17",Argentina,High/High,"78,33","68,50","79,67",Midfielder,25,,,,,,"23,21120020","4,0",3,,,
robertopereyra,2017,57,315,1.722,32,32,7.490,106,7/01/1991,"182,33","77,17",Argentina,High/High,"78,33","68,50","79,67",Midfielder,26,1.096,13,"84,31","168,00","13,00","23,21120020","4,0",3,1,315,168
robertopereyra,2018,34,315,2.942,33,33,7.490,106,7/01/1991,"182,33","77,17",Argentina,High/High,"78,33","68,50","79,67",Midfielder,27,2.818,45,"62,62","112,50","22,50","23,21120020","4,0",3,0,630,57
robertopereyra,2019,32,315,1.730,28,33,7.490,106,7/01/1991,"182,33","77,17",Argentina,High/High,"78,33","68,50","79,67",Midfielder,28,5.760,78,"73,85","86,33","26,00","23,21120020","4,0",3,0,945,34
robertsnodgrass,2016,27,93,2.680,35,35,7.165,102,7/09/1987,"182,00","80,33",Scotland,High/Medium,"62,17","72,33","75,50",Midfielder,29,,,,,,"24,25230447","3,5",3,,,
robertsnodgrass,2018,10,93,2.339,33,36,7.165,102,7/09/1987,"182,00","80,33",Scotland,High/Medium,"62,17","72,33","75,50",Midfielder,31,2.680,35,"76,57","27,00","35,00","24,25230447","3,5",3,0,93,27
robertsnodgrass,2019,55,93,1.582,24,28,7.165,102,7/09/1987,"182,00","80,33",Scotland,High/Medium,"62,17","72,33","75,50",Midfielder,32,5.019,68,"73,81","18,50","34,00","24,25230447","3,5",3,0,186,10
robertsnodgrass,2020,1,93,564,10,21,7.165,102,7/09/1987,"182,00","80,33",Scotland,High/Medium,"62,17","72,33","75,50",Midfielder,33,6.601,92,"71,75","30,67","30,67","24,25230447","3,5",3,0,279,55
robholding,2018,269,334,852,10,14,5.901,69,20/09/1995,"187,60","76,20",England,Medium/Medium,"61,20","72,80","72,80",Defender,23,,,,,,"21,65156550","3,0",1,,,
robholding,2019,51,334,616,8,18,5.901,69,20/09/1995,"187,60","76,20",England,Medium/Medium,"61,20","72,80","72,80",Defender,24,852,10,"85,20","269,00","10,00","21,65156550","3,0",1,1,334,269
robholding,2020,14,334,2.703,30,35,5.901,69,20/09/1995,"187,60","76,20",England,Medium/Medium,"61,20","72,80","72,80",Defender,25,1.468,18,"81,56","160,00","9,00","21,65156550","3,0",1,0,668,51
robinkoch,2020,94,158,1.203,17,19,1.203,17,17/07/1996,"191,25","84,00",Germany,Medium/Medium,"62,50","72,00","71,50",Defender,24,,,,,,"22,96552608","3,0",1,,,
romelulukaku,2017,24,107,3.024,34,34,8.736,103,13/05/1993,"190,17","94,00",Belgium,Medium/Medium,"81,17","84,17","84,50",Forward,24,,,,,,"25,99315913","3,0",2,,,
romelulukaku,2018,58,107,2.270,32,33,8.736,103,13/05/1993,"190,17","94,00",Belgium,Medium/Medium,"81,17","84,17","84,50",Forward,25,3.024,34,"88,94","24,00","34,00","25,99315913","3,0",2,0,107,24
rossbarkley,2017,190,314,131,2,8,7.299,112,5/12/1993,"187,83","79,67",England,Medium/Medium,"73,67","74,17","79,50",Midfielder,24,,,,,,"22,58038357","3,0",3,,,
rossbarkley,2018,8,314,1.326,27,36,7.299,112,5/12/1993,"187,83","79,67",England,Medium/Medium,"73,67","74,17","79,50",Midfielder,25,131,2,"65,50","190,00","2,00","22,58038357","3,0",3,1,314,190
rossbarkley,2019,57,314,1.164,21,28,7.299,112,5/12/1993,"187,83","79,67",England,Medium/Medium,"73,67","74,17","79,50",Midfielder,26,1.457,29,"50,24","99,00","14,50","22,58038357","3,0",3,0,628,8
rossbarkley,2020,59,314,1.653,26,31,7.299,112,5/12/1993,"187,83","79,67",England,Medium/Medium,"73,67","74,17","79,50",Midfielder,27,2.621,50,"52,42","85,00","16,67","22,58038357","3,0",3,0,942,57
ryanbabel,2018,37,166,1.290,16,16,1.290,16,19/12/1986,"185,00","83,40",Netherlands,Medium/Low,"82,20","72,60","77,00",Midfielder,32,,,,,,"24,36815194","2,5",3,,,
ryanbennett,2019,43,93,991,16,23,4.221,50,6/03/1990,"188,00","78,00",England,Low/Medium,"44,00","74,50","71,33",Defender,29,,,,,,"22,06880942","2,5",1,,,
ryanbertrand,2016,46,191,2.643,28,32,13.939,148,5/08/1989,"179,00","84,17",England,High/Medium,"77,67","72,50","78,67",Defender,27,,,,,,"26,26842691","3,5",1,,,
ryanbertrand,2017,17,191,3.300,35,35,13.939,148,5/08/1989,"179,00","84,17",England,High/Medium,"77,67","72,50","78,67",Defender,28,2.643,28,"94,39","46,00","28,00","26,26842691","3,5",1,0,191,46
ryanbertrand,2018,82,191,2.280,24,25,13.939,148,5/08/1989,"179,00","84,17",England,High/Medium,"77,67","72,50","78,67",Defender,29,5.943,63,"94,33","31,50","31,50","26,26842691","3,5",1,0,382,17
ryanbertrand,2019,26,191,2.977,32,34,13.939,148,5/08/1989,"179,00","84,17",England,High/Medium,"77,67","72,50","78,67",Defender,30,8.223,87,"94,52","48,33","29,00","26,26842691","3,5",1,0,573,82
ryanbertrand,2020,20,191,2.739,29,29,13.939,148,5/08/1989,"179,00","84,17",England,High/Medium,"77,67","72,50","78,67",Defender,31,11.200,119,"94,12","42,75","29,75","26,26842691","3,5",1,0,764,26
ryanfraser,2018,28,111,3.317,38,38,10.489,138,24/02/1994,"163,00","64,00",Scotland,High/Medium,"88,83","56,33","75,00",Midfielder,24,,,,,,"24,08822312","3,5",3,,,
ryanfraser,2019,20,111,2.193,28,28,10.489,138,24/02/1994,"163,00","64,00",Scotland,High/Medium,"88,83","56,33","75,00",Midfielder,25,3.317,38,"87,29","28,00","38,00","24,08822312","3,5",3,0,111,28
ryanfraser,2020,63,111,1.034,18,20,10.489,138,24/02/1994,"163,00","64,00",Scotland,High/Medium,"88,83","56,33","75,00",Midfielder,26,5.510,66,"83,48","24,00","33,00","24,08822312","3,5",3,0,222,20
ryanfredericks,2018,86,387,1.149,15,23,4.123,55,10/10/1992,"177,80","72,80",England,High/Medium,"92,20","67,40","71,40",Defender,26,,,,,,"23,02861749","3,5",1,,,
ryanfredericks,2019,148,387,2.362,27,28,4.123,55,10/10/1992,"177,80","72,80",England,High/Medium,"92,20","67,40","71,40",Defender,27,1.149,15,"76,60","86,00","15,00","23,02861749","3,5",1,0,387,86
ryanfredericks,2020,66,387,612,13,29,4.123,55,10/10/1992,"177,80","72,80",England,High/Medium,"92,20","67,40","71,40",Defender,28,3.511,42,"83,60","117,00","21,00","23,02861749","3,5",1,1,774,148
ryanmason,2016,387,387,973,16,20,973,16,13/06/1991,"175,00","68,00",England,High/Medium,"68,67","68,00","75,00",Midfielder,25,,,,,,"22,20408163","3,5",3,,,
ryansessegnon,2018,12,188,2.434,35,36,2.795,40,18/05/2000,"178,00","70,50",England,High/Medium,"85,25","61,25","73,00",Midfielder,18,,,,,,"22,25097841","3,5",3,,,
ryansessegnon,2019,134,188,361,5,19,2.795,40,18/05/2000,"178,00","70,50",England,High/Medium,"85,25","61,25","73,00",Midfielder,19,2.434,35,"69,54","12,00","35,00","22,25097841","3,5",3,0,188,12
ryanshawcross,2016,18,393,3.325,35,35,5.827,62,4/10/1987,"191,00","76,00",England,Medium/High,"48,17","83,17","76,50",Defender,29,,,,,,"20,83276226","3,5",1,,,
ryanshawcross,2017,46,393,2.502,27,29,5.827,62,4/10/1987,"191,00","76,00",England,Medium/High,"48,17","83,17","76,50",Defender,30,3.325,35,"95,00","18,00","35,00","20,83276226","3,5",1,0,393,18
saidoberahino,2016,100,134,1.006,17,22,1.556,32,4/08/1993,"180,00","82,33",England,Medium/Medium,"77,00","60,33","73,33",Forward,23,,,,,,"25,41152263","3,0",2,,,
sambaldock,2017,107,140,40,2,12,40,2,15/03/1989,"170,00","67,00",England,High/Medium,"78,00","63,17","68,17",Forward,28,,,,,,"23,18339100","3,5",2,,,
sambyram,2016,99,1.227,1.328,18,22,2.960,40,16/09/1993,"181,50","72,00",England,High/Medium,"74,00","70,67","72,33",Defender,23,,,,,,"21,85643057","3,5",1,,,
sambyram,2017,236,1.227,264,5,12,2.960,40,16/09/1993,"181,50","72,00",England,High/Medium,"74,00","70,67","72,33",Defender,24,1.328,18,"73,78","99,00","18,00","21,85643057","3,5",1,0,1.227,99
sambyram,2019,670,1.227,1.368,17,26,2.960,40,16/09/1993,"181,50","72,00",England,High/Medium,"74,00","70,67","72,33",Defender,26,1.592,23,"69,22","167,50","11,50","21,85643057","3,5",1,1,2.454,236
samfield,2020,85,327,74,3,5,932,21,8/05/1998,"182,40","68,20",England,Medium/Medium,"60,60","61,80","65,40",Midfielder,22,,,,,,"20,49909588","3,0",3,,,
samirnasri,2016,89,850,20,1,1,275,6,26/06/1987,"175,00","75,00",France,High/Medium,"77,25","56,25","81,25",Midfielder,29,,,,,,"24,48979592","3,5",3,,,
samirnasri,2018,101,850,255,5,9,275,6,26/06/1987,"175,00","75,00",France,High/Medium,"77,25","56,25","81,25",Midfielder,31,20,1,"20,00","89,00","1,00","24,48979592","3,5",3,0,850,89
samjohnstone,2020,26,26,3.515,37,37,3.515,37,25/03/1993,"193,33","85,33",England,Medium/Medium,,,"71,00",Goalkeeper,27,,,,,,"22,82996433","3,0",0,,,
sanderberge,2020,106,451,1.185,15,15,2.168,29,18/02/1998,"193,00","92,17",Norway,Medium/High,"71,67","79,00","71,00",Midfielder,22,,,,,,"24,74339356","3,5",3,,,
